"","x"
"2141","2"
"2142","3"
"2143","0"
"2144","0"
"2145","0"
"2146","0"
"2147","1"
"2148","0"
"2149","4"
"2150","0"
"2151","5"
"2152","4"
"2153","5"
"2154","13"
"2155","1"
"2156","0"
"2157","0"
"2158","5"
"2159","4"
"2160","5"
"2161","0"
"2162","0"
"2163","5"
"2164","1"
"2165","7"
"2166","2"
"2167","1"
"2168","6"
"2169","5"
"2170","0"
"2171","0"
"2172","0"
"2173","5"
"2174","0"
"2175","2"
"2176","0"
"2177","0"
"2178","0"
"2179","6"
"2180","1"
"2181","0"
"2182","6"
"2183","3"
"2184","8"
"2185","0"
"2186","0"
"2187","5"
"2188","2"
"2189","0"
"2190","4"
"2191","2"
"2192","1"
"2193","8"
"2194","5"
"2195","4"
"2196","6"
"2197","7"
"2198","0"
"2199","4"
"2200","0"
"2201","11"
"2202","12"
"2203","0"
"2204","12"
"2205","0"
"2206","5"
"2207","0"
"2208","11"
"2209","9"
"2210","0"
"2211","0"
"2212","1"
"2213","0"
"2214","5"
"2215","7"
"2216","6"
"2217","9"
"2218","0"
"2219","6"
"2220","0"
"2221","0"
"2222","0"
"2223","2"
"2224","0"
"2225","9"
"2226","5"
"2227","0"
"2228","7"
"2229","4"
"2230","0"
"2231","3"
"2232","5"
"2233","0"
"2234","0"
"2235","1"
"2236","10"
"2237","0"
"2238","4"
"2239","0"
"2240","0"
"2241","3"
"2242","5"
"2243","0"
"2244","8"
"2245","4"
"2246","7"
"2247","2"
"2248","1"
"2249","0"
"2250","14"
"2251","5"
"2252","0"
"2253","3"
"2254","2"
"2255","0"
"2256","12"
"2257","9"
"2258","0"
"2259","4"
"2260","0"
"2261","0"
"2262","0"
"2263","0"
"2264","5"
"2265","0"
"2266","10"
"2267","2"
"2268","0"
"2269","7"
"2270","1"
"2271","9"
"2272","0"
"2273","0"
"2274","5"
"2275","8"
"2276","4"
"2277","11"
"2278","6"
"2279","3"
"2280","5"
"2281","2"
"2282","11"
"2283","2"
"2284","0"
"2285","3"
"2286","4"
"2287","1"
"2288","6"
"2289","6"
"2290","6"
"2291","4"
"2292","6"
"2293","4"
"2294","12"
"2295","0"
"2296","0"
"2297","0"
"2298","0"
"2299","2"
"2300","4"
"2301","5"
"2302","5"
"2303","1"
"2304","0"
"2305","13"
"2306","0"
"2307","0"
"2308","3"
"2309","13"
"2310","7"
"2311","0"
"2312","12"
"2313","2"
"2314","0"
"2315","0"
"2316","4"
"2317","0"
"2318","4"
"2319","6"
"2320","0"
"2321","0"
"2322","9"
"2323","4"
"2324","9"
"2325","3"
"2326","0"
"2327","4"
"2328","0"
"2329","4"
"2330","0"
"2331","4"
"2332","0"
"2333","4"
"2334","7"
"2335","2"
"2336","3"
"2337","4"
"2338","2"
"2339","0"
"2340","0"
"2341","3"
"2342","3"
"2343","0"
"2344","0"
"2345","0"
"2346","0"
"2347","0"
"2348","5"
"2349","4"
"2350","0"
"2351","7"
"2352","7"
"2353","0"
"2354","0"
"2355","0"
"2356","8"
"2357","5"
"2358","8"
"2359","1"
"2360","8"
"2361","0"
"2362","2"
"2363","7"
"2364","0"
"2365","0"
"2366","2"
"2367","3"
"2368","2"
"2369","2"
"2370","9"
"2371","4"
"2372","1"
"2373","0"
"2374","2"
"2375","6"
"2376","7"
"2377","4"
"2378","2"
"2379","8"
"2380","6"
"2381","3"
"2382","3"
"2383","4"
"2384","0"
"2385","0"
"2386","0"
"2387","0"
"2388","9"
"2389","9"
"2390","1"
"2391","2"
"2392","0"
"2393","10"
"2394","1"
"2395","5"
"2396","3"
"2397","0"
"2398","0"
"2399","5"
"2400","1"
"2401","4"
"2402","11"
"2403","6"
"2404","1"
"2405","11"
"2406","4"
"2407","7"
"2408","4"
"2409","2"
"2410","9"
"2411","0"
"2412","0"
"2413","1"
"2414","2"
"2415","4"
"2416","11"
"2417","6"
"2418","4"
"2419","0"
"2420","3"
"2421","0"
"2422","11"
"2423","4"
"2424","0"
"2425","5"
"2426","0"
"2427","11"
"2428","4"
"2429","4"
"2430","8"
"2431","0"
"2432","4"
"2433","0"
"2434","5"
"2435","10"
"2436","0"
"2437","1"
"2438","1"
"2439","0"
"2440","4"
"2441","13"
"2442","0"
"2443","0"
"2444","5"
"2445","0"
"2446","9"
"2447","5"
"2448","0"
"2449","2"
"2450","0"
"2451","0"
"2452","6"
"2453","9"
"2454","5"
"2455","0"
"2456","0"
"2457","6"
"2458","1"
"2459","0"
"2460","0"
"2461","0"
"2462","11"
"2463","14"
"2464","0"
"2465","5"
"2466","0"
"2467","3"
"2468","0"
"2469","11"
"2470","5"
"2471","9"
"2472","4"
"2473","2"
"2474","5"
"2475","1"
"2476","0"
"2477","7"
"2478","5"
"2479","4"
"2480","3"
"2481","2"
"2482","0"
"2483","6"
"2484","2"
"2485","8"
"2486","6"
"2487","0"
"2488","10"
"2489","0"
"2490","5"
"2491","2"
"2492","11"
"2493","5"
"2494","6"
"2495","1"
"2496","2"
"2497","3"
"2498","9"
"2499","0"
"2500","0"
"2501","3"
"2502","2"
"2503","5"
"2504","0"
"2505","0"
"2506","3"
"2507","2"
"2508","2"
"2509","5"
"2510","0"
"2511","9"
"2512","1"
"2513","0"
"2514","2"
"2515","0"
"2516","0"
"2517","0"
"2518","0"
"2519","2"
"2520","6"
"2521","0"
"2522","0"
"2523","0"
"2524","7"
"2525","4"
"2526","8"
"2527","9"
"2528","0"
"2529","0"
"2530","0"
"2531","0"
"2532","0"
"2533","2"
"2534","4"
"2535","4"
"2536","4"
"2537","0"
"2538","6"
"2539","5"
"2540","0"
"2541","0"
"2542","6"
"2543","7"
"2544","10"
"2545","9"
"2546","0"
"2547","5"
"2548","3"
"2549","10"
"2550","4"
"2551","6"
"2552","11"
"2553","0"
"2554","5"
"2555","0"
"2556","5"
"2557","5"
"2558","2"
"2559","1"
"2560","4"
"2561","5"
"2562","7"
"2563","0"
"2564","0"
"2565","5"
"2566","0"
"2567","3"
"2568","2"
"2569","3"
"2570","0"
"2571","6"
"2572","6"
"2573","0"
"2574","1"
"2575","6"
"2576","12"
"2577","8"
"2578","5"
"2579","1"
"2580","0"
"2581","14"
"2582","4"
"2583","5"
"2584","6"
"2585","0"
"2586","1"
"2587","7"
"2588","12"
"2589","0"
"2590","0"
"2591","0"
"2592","0"
"2593","0"
"2594","5"
"2595","1"
"2596","6"
"2597","5"
"2598","4"
"2599","5"
"2600","5"
"2601","0"
"2602","0"
"2603","9"
"2604","0"
"2605","0"
"2606","2"
"2607","0"
"2608","10"
"2609","1"
"2610","4"
"2611","8"
"2612","0"
"2613","2"
"2614","3"
"2615","2"
"2616","0"
"2617","3"
"2618","4"
"2619","2"
"2620","4"
"2621","3"
"2622","2"
"2623","1"
"2624","0"
"2625","5"
"2626","0"
"2627","4"
"2628","8"
"2629","2"
"2630","8"
"2631","5"
"2632","0"
"2633","0"
"2634","3"
"2635","0"
"2636","0"
"2637","0"
"2638","0"
"2639","0"
"2640","0"
"2641","0"
"2642","0"
"2643","11"
"2644","2"
"2645","0"
"2646","9"
"2647","5"
"2648","2"
"2649","0"
"2650","0"
"2651","4"
"2652","4"
"2653","0"
"2654","4"
"2655","9"
"2656","9"
"2657","5"
"2658","0"
"2659","0"
"2660","1"
"2661","0"
"2662","9"
"2663","0"
"2664","2"
"2665","0"
"2666","0"
"2667","0"
"2668","0"
"2669","2"
"2670","0"
"2671","4"
"2672","9"
"2673","0"
"2674","2"
"2675","4"
"2676","9"
"2677","8"
"2678","0"
"2679","6"
"2680","4"
"2681","9"
"2682","2"
"2683","0"
"2684","0"
"2685","0"
"2686","2"
"2687","3"
"2688","0"
"2689","0"
"2690","0"
"2691","5"
"2692","9"
"2693","4"
"2694","0"
"2695","7"
"2696","0"
"2697","1"
"2698","1"
"2699","0"
"2700","2"
"2701","0"
"2702","0"
"2703","0"
"2704","4"
"2705","0"
"2706","8"
"2707","5"
"2708","0"
"2709","4"
"2710","11"
"2711","0"
"2712","0"
"2713","9"
"2714","2"
"2715","6"
"2716","10"
"2717","2"
"2718","9"
"2719","0"
"2720","5"
"2721","11"
"2722","2"
"2723","4"
"2724","0"
"2725","6"
"2726","4"
"2727","0"
"2728","5"
"2729","0"
"2730","0"
"2731","11"
"2732","4"
"2733","0"
"2734","0"
"2735","0"
"2736","3"
"2737","0"
"2738","0"
"2739","4"
"2740","0"
"2741","0"
"2742","0"
"2743","5"
"2744","4"
"2745","14"
"2746","0"
"2747","4"
"2748","2"
"2749","5"
"2750","0"
"2751","0"
"2752","8"
"2753","12"
"2754","0"
"2755","0"
"2756","5"
"2757","0"
"2758","6"
"2759","10"
"2760","0"
"2761","3"
"2762","1"
"2763","2"
"2764","11"
"2765","12"
"2766","5"
"2767","0"
"2768","3"
"2769","1"
"2770","0"
"2771","3"
"2772","4"
"2773","2"
"2774","2"
"2775","9"
"2776","0"
"2777","11"
"2778","9"
"2779","0"
"2780","0"
"2781","2"
"2782","0"
"2783","0"
"2784","0"
"2785","8"
"2786","4"
"2787","4"
"2788","0"
"2789","10"
"2790","2"
"2791","0"
"2792","1"
"2793","6"
"2794","9"
"2795","0"
"2796","9"
"2797","4"
"2798","9"
"2799","14"
"2800","0"
"2801","5"
"2802","1"
"2803","0"
"2804","5"
"2805","1"
"2806","3"
"2807","0"
"2808","6"
"2809","2"
"2810","9"
"2811","9"
"2812","5"
"2813","0"
"2814","9"
"2815","0"
"2816","4"
"2817","0"
"2818","5"
"2819","2"
"2820","2"
"2821","0"
"2822","8"
"2823","0"
"2824","0"
"2825","3"
"2826","0"
"2827","0"
"2828","0"
"2829","7"
"2830","0"
"2831","4"
"2832","0"
"2833","4"
"2834","3"
"2835","9"
"2836","14"
"2837","0"
"2838","0"
"2839","4"
"2840","6"
"2841","2"
"2842","5"
"2843","0"
"2844","0"
"2845","2"
"2846","9"
"2847","0"
"2848","9"
"2849","0"
"2850","2"
"2851","9"
"2852","1"
"2853","11"
"2854","0"
"2855","6"
"2856","4"
"2857","1"
"2858","8"
"2859","0"
"2860","6"
"2861","6"
"2862","0"
"2863","4"
"2864","2"
"2865","1"
"2866","0"
"2867","0"
"2868","0"
"2869","5"
"2870","2"
"2871","11"
"2872","2"
"2873","13"
"2874","4"
"2875","10"
"2876","0"
"2877","2"
"2878","5"
"2879","9"
"2880","6"
"2881","8"
"2882","6"
"2883","4"
"2884","9"
"2885","3"
"2886","4"
"2887","13"
"2888","5"
"2889","0"
"2890","10"
"2891","5"
"2892","0"
"2893","9"
"2894","13"
"2895","2"
"2896","6"
"2897","0"
"2898","4"
"2899","2"
"2900","0"
"2901","0"
"2902","0"
"2903","4"
"2904","5"
"2905","0"
"2906","14"
"2907","0"
"2908","9"
"2909","0"
"2910","8"
"2911","0"
"2912","5"
"2913","13"
"2914","1"
"2915","0"
"2916","2"
"2917","9"
"2918","0"
"2919","12"
"2920","1"
"2921","2"
"2922","0"
"2923","6"
"2924","6"
"2925","4"
"2926","5"
"2927","4"
"2928","10"
"2929","0"
"2930","4"
"2931","0"
"2932","0"
"2933","0"
"2934","0"
"2935","0"
"2936","4"
"2937","0"
"2938","6"
"2939","9"
"2940","2"
"2941","3"
"2942","4"
"2943","0"
"2944","0"
"2945","0"
"2946","0"
"2947","6"
"2948","0"
"2949","2"
"2950","9"
"2951","3"
"2952","4"
"2953","6"
"2954","2"
"2955","8"
"2956","1"
"2957","4"
"2958","5"
"2959","0"
"2960","0"
"2961","0"
"2962","0"
"2963","8"
"2964","5"
"2965","8"
"2966","2"
"2967","0"
"2968","14"
"2969","0"
"2970","14"
"2971","5"
"2972","9"
"2973","0"
"2974","5"
"2975","9"
"2976","0"
"2977","0"
"2978","6"
"2979","0"
"2980","0"
"2981","0"
"2982","4"
"2983","1"
"2984","0"
"2985","0"
"2986","0"
"2987","13"
"2988","10"
"2989","6"
"2990","9"
"2991","1"
"2992","14"
"2993","11"
"2994","0"
"2995","2"
"2996","9"
"2997","4"
"2998","1"
"2999","1"
"3000","4"
"3001","14"
"3002","4"
"3003","4"
"3004","1"
"3005","0"
"3006","11"
"3007","0"
"3008","12"
"3009","2"
"3010","0"
"3011","6"
"3012","0"
"3013","3"
"3014","3"
"3015","0"
"3016","0"
"3017","5"
"3018","4"
"3019","5"
"3020","0"
"3021","11"
"3022","4"
"3023","0"
"3024","11"
"3025","5"
"3026","5"
"3027","5"
"3028","1"
"3029","0"
"3030","4"
"3031","0"
"3032","8"
"3033","1"
"3034","8"
"3035","9"
"3036","0"
"3037","7"
"3038","0"
"3039","13"
"3040","3"
"3041","0"
"3042","4"
"3043","2"
"3044","5"
"3045","0"
"3046","0"
"3047","2"
"3048","8"
"3049","0"
"3050","2"
"3051","5"
"3052","6"
"3053","6"
"3054","13"
"3055","1"
"3056","0"
"3057","0"
"3058","8"
"3059","3"
"3060","13"
"3061","0"
"3062","0"
"3063","13"
"3064","5"
"3065","14"
"3066","0"
"3067","4"
"3068","0"
"3069","0"
"3070","12"
"3071","0"
"3072","5"
"3073","4"
"3074","0"
"3075","1"
"3076","4"
"3077","3"
"3078","9"
"3079","3"
"3080","12"
"3081","5"
"3082","0"
"3083","2"
"3084","9"
"3085","0"
"3086","1"
"3087","2"
"3088","2"
"3089","14"
"3090","0"
"3091","2"
"3092","5"
"3093","0"
"3094","11"
"3095","0"
"3096","2"
"3097","1"
"3098","0"
"3099","11"
"3100","2"
"3101","4"
"3102","2"
"3103","11"
"3104","0"
"3105","0"
"3106","2"
"3107","0"
"3108","2"
"3109","5"
"3110","0"
"3111","3"
"3112","2"
"3113","0"
"3114","4"
"3115","2"
"3116","0"
"3117","0"
"3118","0"
"3119","6"
"3120","2"
"3121","0"
"3122","0"
"3123","4"
"3124","6"
"3125","4"
"3126","0"
"3127","0"
"3128","0"
"3129","2"
"3130","0"
"3131","3"
"3132","5"
"3133","0"
"3134","14"
"3135","0"
"3136","2"
"3137","0"
"3138","3"
"3139","5"
"3140","7"
"3141","4"
"3142","0"
"3143","0"
"3144","5"
"3145","4"
"3146","0"
"3147","0"
"3148","0"
"3149","2"
"3150","1"
"3151","9"
"3152","2"
"3153","8"
"3154","7"
"3155","7"
"3156","0"
"3157","5"
"3158","0"
"3159","9"
"3160","0"
"3161","0"
"3162","5"
"3163","0"
"3164","0"
"3165","9"
"3166","0"
"3167","5"
"3168","12"
"3169","4"
"3170","0"
"3171","3"
"3172","0"
"3173","3"
"3174","0"
"3175","0"
"3176","7"
"3177","1"
"3178","0"
"3179","0"
"3180","14"
"3181","2"
"3182","4"
"3183","4"
"3184","0"
"3185","0"
"3186","0"
"3187","5"
"3188","4"
"3189","7"
"3190","8"
"3191","0"
"3192","0"
"3193","0"
"3194","0"
"3195","4"
"3196","3"
"3197","0"
"3198","3"
"3199","5"
"3200","0"
"3201","2"
"3202","0"
"3203","0"
"3204","13"
"3205","2"
"3206","4"
"3207","2"
"3208","2"
"3209","0"
"3210","0"
"3211","0"
"3212","3"
"3213","3"
"3214","14"
"3215","0"
"3216","0"
"3217","9"
"3218","2"
"3219","2"
"3220","9"
"3221","5"
"3222","0"
"3223","0"
"3224","10"
"3225","2"
"3226","6"
"3227","9"
"3228","5"
"3229","1"
"3230","0"
"3231","3"
"3232","14"
"3233","5"
"3234","6"
"3235","6"
"3236","2"
"3237","4"
"3238","0"
"3239","0"
"3240","4"
"3241","1"
"3242","4"
"3243","6"
"3244","14"
"3245","5"
"3246","0"
"3247","5"
"3248","0"
"3249","14"
"3250","0"
"3251","0"
"3252","0"
"3253","5"
"3254","8"
"3255","1"
"3256","3"
"3257","5"
"3258","3"
"3259","5"
"3260","6"
"3261","2"
"3262","8"
"3263","1"
"3264","0"
"3265","5"
"3266","5"
"3267","0"
"3268","2"
"3269","3"
"3270","0"
"3271","0"
"3272","0"
"3273","10"
"3274","2"
"3275","2"
"3276","0"
"3277","0"
"3278","5"
"3279","5"
"3280","8"
"3281","5"
"3282","9"
"3283","0"
"3284","0"
"3285","5"
"3286","9"
"3287","5"
"3288","5"
"3289","4"
"3290","6"
"3291","0"
"3292","11"
"3293","0"
"3294","3"
"3295","5"
"3296","3"
"3297","0"
"3298","6"
"3299","6"
"3300","3"
"3301","8"
"3302","0"
"3303","2"
"3304","9"
"3305","9"
"3306","2"
"3307","5"
"3308","0"
"3309","0"
"3310","0"
"3311","4"
"3312","0"
"3313","0"
"3314","0"
"3315","2"
"3316","0"
"3317","1"
"3318","5"
"3319","0"
"3320","5"
"3321","0"
"3322","0"
"3323","5"
"3324","0"
"3325","5"
"3326","13"
"3327","0"
"3328","9"
"3329","4"
"3330","5"
"3331","0"
"3332","4"
"3333","6"
"3334","8"
"3335","1"
"3336","5"
"3337","4"
"3338","0"
"3339","14"
"3340","5"
"3341","0"
"3342","4"
"3343","2"
"3344","0"
"3345","0"
"3346","9"
"3347","0"
"3348","2"
"3349","9"
"3350","2"
"3351","4"
"3352","5"
"3353","13"
"3354","1"
"3355","0"
"3356","11"
"3357","6"
"3358","0"
"3359","4"
"3360","3"
"3361","8"
"3362","0"
"3363","7"
"3364","0"
"3365","5"
"3366","0"
"3367","0"
"3368","11"
"3369","2"
"3370","4"
"3371","0"
"3372","13"
"3373","0"
"3374","0"
"3375","2"
"3376","9"
"3377","3"
"3378","5"
"3379","11"
"3380","1"
"3381","6"
"3382","12"
"3383","4"
"3384","0"
"3385","10"
"3386","10"
"3387","3"
"3388","6"
"3389","11"
"3390","5"
"3391","2"
"3392","2"
"3393","5"
"3394","1"
"3395","3"
"3396","4"
"3397","0"
"3398","9"
"3399","9"
"3400","5"
"3401","0"
"3402","5"
"3403","3"
"3404","0"
"3405","1"
"3406","5"
"3407","3"
"3408","7"
"3409","11"
"3410","4"
"3411","2"
"3412","0"
"3413","0"
"3414","2"
"3415","2"
"3416","0"
"3417","3"
"3418","4"
"3419","4"
"3420","0"
"3421","0"
"3422","0"
"3423","3"
"3424","0"
"3425","1"
"3426","3"
"3427","0"
"3428","1"
"3429","9"
"3430","1"
"3431","2"
"3432","3"
"3433","9"
"3434","10"
"3435","8"
"3436","1"
"3437","3"
"3438","0"
"3439","0"
"3440","10"
"3441","7"
"3442","1"
"3443","5"
"3444","5"
"3445","4"
"3446","0"
"3447","1"
"3448","1"
"3449","1"
"3450","1"
"3451","0"
"3452","0"
"3453","1"
"3454","1"
"3455","0"
"3456","0"
"3457","1"
"3458","0"
"3459","2"
"3460","0"
"3461","0"
"3462","9"
"3463","1"
"3464","1"
"3465","3"
"3466","3"
"3467","1"
"3468","7"
"3469","1"
"3470","7"
"3471","2"
"3472","0"
"3473","10"
"3474","1"
"3475","2"
"3476","2"
"3477","1"
"3478","0"
"3479","1"
"3480","1"
"3481","7"
"3482","1"
"3483","1"
"3484","1"
"3485","1"
"3486","1"
"3487","0"
"3488","1"
"3489","0"
"3490","4"
"3491","1"
"3492","0"
"3493","6"
"3494","2"
"3495","6"
"3496","7"
"3497","0"
"3498","8"
"3499","1"
"3500","1"
"3501","10"
"3502","1"
"3503","1"
"3504","1"
"3505","0"
"3506","1"
"3507","0"
"3508","1"
"3509","4"
"3510","3"
"3511","7"
"3512","1"
"3513","1"
"3514","1"
"3515","0"
"3516","6"
"3517","1"
"3518","8"
"3519","1"
"3520","1"
"3521","1"
"3522","0"
"3523","9"
"3524","1"
"3525","0"
"3526","12"
"3527","0"
"3528","0"
"3529","3"
"3530","1"
"3531","0"
"3532","0"
"3533","1"
"3534","7"
"3535","1"
"3536","3"
"3537","0"
"3538","5"
"3539","3"
"3540","8"
"3541","3"
"3542","0"
"3543","0"
"3544","0"
"3545","10"
"3546","0"
"3547","1"
"3548","0"
"3549","1"
"3550","1"
"3551","1"
"3552","6"
"3553","10"
"3554","2"
"3555","4"
"3556","1"
"3557","8"
"3558","2"
"3559","13"
"3560","6"
"3561","1"
"3562","0"
"3563","0"
"3564","2"
"3565","1"
"3566","0"
"3567","1"
"3568","0"
"3569","3"
"3570","0"
"3571","0"
"3572","1"
"3573","0"
"3574","1"
"3575","5"
"3576","8"
"3577","5"
"3578","7"
"3579","1"
"3580","1"
"3581","9"
"3582","9"
"3583","1"
"3584","1"
"3585","10"
"3586","0"
"3587","6"
"3588","10"
"3589","1"
"3590","1"
"3591","1"
"3592","8"
"3593","0"
"3594","0"
"3595","3"
"3596","2"
"3597","0"
"3598","1"
"3599","5"
"3600","0"
"3601","3"
"3602","0"
"3603","1"
"3604","0"
"3605","7"
"3606","3"
"3607","3"
"3608","1"
"3609","0"
"3610","0"
"3611","1"
"3612","1"
"3613","1"
"3614","0"
"3615","7"
"3616","8"
"3617","0"
"3618","0"
"3619","0"
"3620","0"
"3621","1"
"3622","0"
"3623","3"
"3624","0"
"3625","0"
"3626","10"
"3627","7"
"3628","1"
"3629","3"
"3630","4"
"3631","0"
"3632","1"
"3633","9"
"3634","1"
"3635","11"
"3636","7"
"3637","1"
"3638","1"
"3639","3"
"3640","0"
"3641","8"
"3642","0"
"3643","1"
"3644","0"
"3645","9"
"3646","1"
"3647","1"
"3648","3"
"3649","3"
"3650","3"
"3651","1"
"3652","3"
"3653","1"
"3654","1"
"3655","9"
"3656","7"
"3657","0"
"3658","0"
"3659","7"
"3660","8"
"3661","2"
"3662","0"
"3663","6"
"3664","3"
"3665","1"
"3666","9"
"3667","1"
"3668","1"
"3669","10"
"3670","0"
"3671","1"
"3672","1"
"3673","1"
"3674","0"
"3675","2"
"3676","0"
"3677","1"
"3678","3"
"3679","1"
"3680","1"
"3681","7"
"3682","2"
"3683","1"
"3684","4"
"3685","1"
"3686","3"
"3687","0"
"3688","1"
"3689","1"
"3690","3"
"3691","1"
"3692","1"
"3693","2"
"3694","9"
"3695","1"
"3696","0"
"3697","1"
"3698","1"
"3699","0"
"3700","4"
"3701","1"
"3702","0"
"3703","1"
"3704","0"
"3705","0"
"3706","2"
"3707","2"
"3708","1"
"3709","1"
"3710","2"
"3711","3"
"3712","5"
"3713","7"
"3714","1"
"3715","10"
"3716","1"
"3717","13"
"3718","8"
"3719","3"
"3720","1"
"3721","1"
"3722","0"
"3723","0"
"3724","3"
"3725","3"
"3726","1"
"3727","0"
"3728","7"
"3729","3"
"3730","5"
"3731","1"
"3732","7"
"3733","1"
"3734","0"
"3735","1"
"3736","1"
"3737","4"
"3738","0"
"3739","10"
"3740","4"
"3741","0"
"3742","2"
"3743","0"
"3744","1"
"3745","4"
"3746","0"
"3747","1"
"3748","1"
"3749","3"
"3750","1"
"3751","5"
"3752","2"
"3753","7"
"3754","10"
"3755","1"
"3756","1"
"3757","2"
"3758","1"
"3759","0"
"3760","0"
"3761","1"
"3762","0"
"3763","6"
"3764","0"
"3765","1"
"3766","10"
"3767","6"
"3768","0"
"3769","1"
"3770","8"
"3771","7"
"3772","2"
"3773","10"
"3774","0"
"3775","1"
"3776","1"
"3777","0"
"3778","3"
"3779","5"
"3780","1"
"3781","2"
"3782","0"
"3783","1"
"3784","2"
"3785","1"
"3786","1"
"3787","1"
"3788","3"
"3789","0"
"3790","7"
"3791","3"
"3792","8"
"3793","0"
"3794","0"
"3795","1"
"3796","1"
"3797","1"
"3798","11"
"3799","7"
"3800","1"
"3801","6"
"3802","1"
"3803","0"
"3804","1"
"3805","0"
"3806","1"
"3807","1"
"3808","3"
"3809","0"
"3810","1"
"3811","10"
"3812","7"
"3813","0"
"3814","3"
"3815","0"
"3816","7"
"3817","1"
"3818","11"
"3819","1"
"3820","1"
"3821","1"
"3822","7"
"3823","1"
"3824","0"
"3825","12"
"3826","1"
"3827","1"
"3828","1"
"3829","3"
"3830","3"
"3831","0"
"3832","4"
"3833","1"
"3834","10"
"3835","1"
"3836","1"
"3837","0"
"3838","1"
"3839","3"
"3840","2"
"3841","12"
"3842","5"
"3843","1"
"3844","0"
"3845","7"
"3846","0"
"3847","1"
"3848","0"
"3849","6"
"3850","1"
"3851","2"
"3852","4"
"3853","0"
"3854","1"
"3855","1"
"3856","1"
"3857","3"
"3858","10"
"3859","7"
"3860","0"
"3861","1"
"3862","1"
"3863","0"
"3864","0"
"3865","0"
"3866","1"
"3867","11"
"3868","3"
"3869","0"
"3870","1"
"3871","3"
"3872","1"
"3873","1"
"3874","6"
"3875","0"
"3876","9"
"3877","1"
"3878","2"
"3879","1"
"3880","3"
"3881","1"
"3882","7"
"3883","3"
"3884","7"
"3885","1"
"3886","0"
"3887","3"
"3888","0"
"3889","0"
"3890","9"
"3891","1"
"3892","5"
"3893","0"
"3894","1"
"3895","1"
"3896","1"
"3897","1"
"3898","6"
"3899","5"
"3900","1"
"3901","1"
"3902","8"
"3903","1"
"3904","1"
"3905","0"
"3906","0"
"3907","1"
"3908","2"
"3909","0"
"3910","9"
"3911","3"
"3912","9"
"3913","2"
"3914","1"
"3915","0"
"3916","6"
"3917","1"
"3918","0"
"3919","0"
"3920","0"
"3921","2"
"3922","1"
"3923","10"
"3924","1"
"3925","0"
"3926","3"
"3927","8"
"3928","0"
"3929","2"
"3930","1"
"3931","1"
"3932","8"
"3933","2"
"3934","7"
"3935","0"
"3936","2"
"3937","0"
"3938","1"
"3939","1"
"3940","3"
"3941","9"
"3942","2"
"3943","1"
"3944","8"
"3945","2"
"3946","0"
"3947","5"
"3948","1"
"3949","0"
"3950","8"
"3951","13"
"3952","5"
"3953","1"
"3954","0"
"3955","1"
"3956","1"
"3957","1"
"3958","7"
"3959","1"
"3960","1"
"3961","0"
"3962","7"
"3963","1"
"3964","7"
"3965","0"
"3966","7"
"3967","2"
"3968","1"
"3969","0"
"3970","0"
"3971","3"
"3972","8"
"3973","1"
"3974","1"
"3975","1"
"3976","0"
"3977","1"
"3978","1"
"3979","4"
"3980","8"
"3981","8"
"3982","1"
"3983","1"
"3984","0"
"3985","6"
"3986","3"
"3987","0"
"3988","1"
"3989","0"
"3990","0"
"3991","7"
"3992","2"
"3993","8"
"3994","0"
"3995","2"
"3996","1"
"3997","1"
"3998","4"
"3999","12"
"4000","8"
"4001","9"
"4002","3"
"4003","0"
"4004","1"
"4005","8"
"4006","9"
"4007","1"
"4008","1"
"4009","1"
"4010","1"
"4011","1"
"4012","1"
"4013","5"
"4014","0"
"4015","3"
"4016","1"
"4017","1"
"4018","0"
"4019","6"
"4020","8"
"4021","2"
"4022","0"
"4023","1"
"4024","2"
"4025","0"
"4026","8"
"4027","1"
"4028","6"
"4029","1"
"4030","2"
"4031","4"
"4032","3"
"4033","0"
"4034","4"
"4035","10"
"4036","0"
"4037","1"
"4038","13"
"4039","1"
"4040","1"
"4041","1"
"4042","1"
"4043","13"
"4044","1"
"4045","8"
"4046","1"
"4047","1"
"4048","13"
"4049","1"
"4050","7"
"4051","11"
"4052","2"
"4053","0"
"4054","1"
"4055","3"
"4056","0"
"4057","1"
"4058","0"
"4059","0"
"4060","2"
"4061","3"
"4062","1"
"4063","2"
"4064","5"
"4065","0"
"4066","7"
"4067","0"
"4068","1"
"4069","9"
"4070","12"
"4071","0"
"4072","0"
"4073","10"
"4074","9"
"4075","1"
"4076","2"
"4077","1"
"4078","0"
"4079","3"
"4080","0"
"4081","10"
"4082","7"
"4083","3"
"4084","1"
"4085","1"
"4086","7"
"4087","0"
"4088","2"
"4089","2"
"4090","1"
"4091","1"
"4092","1"
"4093","1"
"4094","0"
"4095","6"
"4096","10"
"4097","1"
"4098","6"
"4099","0"
"4100","10"
"4101","9"
"4102","0"
"4103","1"
"4104","2"
"4105","8"
"4106","1"
"4107","0"
"4108","0"
"4109","1"
"4110","0"
"4111","1"
"4112","0"
"4113","1"
"4114","1"
"4115","0"
"4116","1"
"4117","0"
"4118","8"
"4119","1"
"4120","1"
"4121","3"
"4122","1"
"4123","2"
"4124","2"
"4125","0"
"4126","1"
"4127","5"
"4128","0"
"4129","0"
"4130","0"
"4131","1"
"4132","7"
"4133","8"
"4134","1"
"4135","1"
"4136","1"
"4137","13"
"4138","3"
"4139","1"
